# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct 28 09:15:11 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_orblper:     Argument of Periastron [deg]
# COLUMN pl_orblpererr1: Argument of Periastron Upper Unc. [deg]
# COLUMN pl_orblpererr2: Argument of Periastron Lower Unc. [deg]
# COLUMN pl_orblperlim:  Argument of Periastron Limit Flag
# COLUMN pl_trueobliq:   True Obliquity [deg]
# COLUMN pl_trueobliqerr1: True Obliquity Upper Unc. [deg]
# COLUMN pl_trueobliqerr2: True Obliquity Lower Unc. [deg]
# COLUMN pl_trueobliqlim: True Obliquity Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-610 b,Kepler-610,1,2,Transit,2016,Kepler,0,6.99692655,0.00000559,-0.00000559,0,0.071900,,,0,4.190,1.160,-0.450,0,16.30000,,,0,1.220000,,,0,0.000000,,,0,139.07,8.42,-7.91,0,888,,,0,89.940,,,0,,,,,,,,,,5943.00,91.96,-127.26,0,1.13,0.31,-0.12,0,1.10,0.09,-0.07,0,0.120,0.148,-0.143,0,-0.110,,,0,4.37,0.09,-0.19,0,3.550,2.000,-1.810,0,3.17830,0.06277,-0.75913,0,,,,,293.1713241,45.0655934,845.8240000,16.7700000,-16.1420000,14.8160000,0.2290000,-0.2290000,13.2670000,0.0480000,-0.0480000,14.7698000,0.0004360,-0.0004360
Kepler-610 c,Kepler-610,1,2,Transit,2016,Kepler,0,151.86392000,0.00111800,-0.00111800,0,0.559400,,,0,3.300,0.840,-0.370,0,10.90000,,,0,1.670000,,,0,0.000000,,,0,2.30,0.14,-0.13,0,318,,,0,89.990,,,0,,,,,,,,,,5943.00,91.96,-127.26,0,1.13,0.31,-0.12,0,1.10,0.09,-0.07,0,0.120,0.148,-0.143,0,-0.110,,,0,4.37,0.09,-0.19,0,3.550,2.000,-1.810,0,1.52329,0.75282,-0.05933,0,,,,,293.1713241,45.0655934,845.8240000,16.7700000,-16.1420000,14.8160000,0.2290000,-0.2290000,13.2670000,0.0480000,-0.0480000,14.7698000,0.0004360,-0.0004360
Kepler-611 b,Kepler-611,1,1,Transit,2016,Kepler,0,2.43703330,0.00000503,-0.00000503,0,0.035100,,,0,1.650,0.510,-0.150,0,3.36000,,,0,4.110000,,,0,0.000000,,,0,1825.30,113.49,-105.75,0,1513,,,0,89.870,,,0,,,,,,,,,,5761.00,64.93,-69.42,0,1.01,0.24,-0.09,0,1.01,0.05,-0.05,0,0.060,0.155,-0.165,0,0.383,,,0,4.43,0.07,-0.17,0,4.470,3.330,-2.630,0,0.66343,0.03291,-0.21251,0,,,,,286.0049121,45.4803043,1395.5600000,39.4400000,-37.3600000,14.7340000,0.0800000,-0.0800000,13.0350000,0.0270000,-0.0270000,14.5717000,0.0003400,-0.0003400
Kepler-612 b,Kepler-612,1,1,Transit,2016,Kepler,0,3.72215641,0.00000376,-0.00000376,0,0.045200,,,0,2.840,0.660,-0.270,0,8.45000,,,0,2.030000,,,0,0.000000,,,0,997.09,77.42,-70.56,0,1046,,,0,86.760,,,0,,,,,,,,,,5693.00,92.70,-129.13,0,0.96,0.17,-0.08,0,0.98,0.05,-0.05,0,0.040,0.137,-0.155,0,0.305,,,0,4.46,0.06,-0.14,0,4.470,4.220,-2.700,0,2.08266,2.22571,-0.01433,0,,,,,291.3546278,45.7478551,1445.5300000,51.7700000,-48.3700000,15.1910000,0.1370000,-0.1370000,13.2640000,0.0290000,-0.0290000,14.9103000,0.0003330,-0.0003330
Kepler-613 b,Kepler-613,1,1,Transit,2016,Kepler,0,15.77979614,0.00004258,-0.00004258,0,0.123200,,,0,2.290,0.400,-0.170,0,5.86000,,,0,2.680000,,,0,0.000000,,,0,66.27,3.02,-2.87,0,713,,,0,89.950,,,0,,,,,,,,,,5723.00,68.68,-67.42,0,0.96,0.17,-0.07,0,0.98,0.05,-0.05,0,-0.010,0.139,-0.183,0,-0.057,,,0,4.47,0.05,-0.14,0,4.270,3.940,-2.540,0,2.15415,0.12991,-0.65146,0,,,,,282.7868415,46.2449846,861.4940000,13.6540000,-13.2420000,14.7950000,0.1490000,-0.1490000,13.0670000,0.0350000,-0.0350000,14.5892000,0.0002570,-0.0002570
Kepler-614 b,Kepler-614,1,1,Transit,2016,Kepler,0,14.03491514,0.00002597,-0.00002597,0,0.102700,,,0,2.390,0.200,-0.170,0,6.30000,,,0,2.540000,,,0,0.000000,,,0,37.20,1.17,-1.13,0,641,,,0,88.370,,,0,,,,,,,,,,5268.00,186.36,-125.95,0,0.81,0.07,-0.05,0,0.85,0.05,-0.05,0,-0.070,0.150,-0.169,0,-0.418,,,0,4.55,0.04,-0.07,0,4.790,5.830,-2.960,0,2.17020,0.70641,-0.37670,0,,,,,298.3848866,46.2759867,527.9950000,5.8805000,-5.8805000,14.8100000,0.0690000,-0.0690000,12.6620000,0.0230000,-0.0230000,14.5441000,0.0002810,-0.0002810
Kepler-615 b,Kepler-615,1,1,Transit,2016,Kepler,0,10.35584657,0.00001854,-0.00001854,0,0.085000,,,0,1.740,0.090,-0.100,0,3.68000,,,0,3.840000,,,0,0.000000,,,0,19.18,5.47,-4.48,0,620,,,0,89.640,,,0,,,,,,,,,,4655.00,41.24,-43.29,0,0.69,0.03,-0.04,0,0.73,0.04,-0.04,0,-0.070,0.164,-0.164,0,-0.695,,,0,4.62,0.02,-0.03,0,3.720,6.260,-2.080,0,3.99937,0.19668,-1.45295,0,,,,,282.4506927,46.3213671,330.0000000,14.5650000,-19.9940000,14.6230000,0.1260000,-0.1260000,11.9660000,0.0110000,-0.0110000,14.3489000,0.0014510,-0.0014510
Kepler-616 b,Kepler-616,1,3,Transit,2016,Kepler,0,9.99761851,0.00002138,-0.00002138,0,0.092700,,,0,2.430,0.330,-0.200,0,6.48000,,,0,2.480000,,,0,0.000000,,,0,129.18,120.13,-38.43,0,860,,,0,86.180,,,0,,,,,,,,,,5753.00,133.18,-101.52,0,0.97,0.13,-0.08,0,0.98,0.06,-0.05,0,-0.020,0.139,-0.162,0,-0.111,,,0,4.46,0.06,-0.11,0,3.890,3.500,-2.180,0,2.44673,0.23939,-0.56909,0,,,,,294.9891370,46.8383058,945.7750000,24.0505000,-24.0505000,15.0210000,0.0580000,-0.0580000,13.4480000,0.0440000,-0.0440000,14.9475000,0.0004260,-0.0004260
Kepler-616 c,Kepler-616,1,3,Transit,2016,Kepler,0,90.41135560,0.00045220,-0.00045220,0,0.402400,,,0,3.410,0.570,-0.300,0,11.50000,,,0,1.590000,,,0,0.000000,,,0,6.86,6.37,-2.04,0,413,,,0,89.160,,,0,,,,,,,,,,5753.00,133.18,-101.52,0,0.97,0.13,-0.08,0,0.98,0.06,-0.05,0,-0.020,0.139,-0.162,0,-0.111,,,0,4.46,0.06,-0.11,0,3.890,3.500,-2.180,0,2.84933,0.26834,-0.92173,0,,,,,294.9891370,46.8383058,945.7750000,24.0505000,-24.0505000,15.0210000,0.0580000,-0.0580000,13.4480000,0.0440000,-0.0440000,14.9475000,0.0004260,-0.0004260
Kepler-616 d,Kepler-616,1,3,Transit,2021,Kepler,0,51.06740189,,,0,0.274900,,,0,2.653,,,0,7.52000,,,0,2.210000,,,0,0.000000,,,0,14.69,13.66,-4.37,0,499,,,0,89.660,,,0,,,,,,,,,,6004.00,181.00,-199.00,0,0.98,0.30,-0.10,0,1.06,0.13,-0.13,0,-0.020,0.250,-0.300,0,-0.111,,,0,4.48,0.05,-0.21,0,0.400,2.600,-2.600,0,3.77814,2.36360,-0.36507,0,,,,,294.9891370,46.8383058,945.7750000,24.0505000,-24.0505000,15.0210000,0.0580000,-0.0580000,13.4480000,0.0440000,-0.0440000,14.9475000,0.0004260,-0.0004260
Kepler-617 b,Kepler-617,1,1,Transit,2016,Kepler,0,1.68269615,0.00000111,-0.00000111,0,0.021900,,,0,1.320,0.070,-0.070,0,2.30000,,,0,5.500000,,,0,0.000000,,,0,100.30,10.25,-9.40,0,750,,,0,89.850,,,0,,,,,,,,,M1 V,3712.00,33.92,-33.35,0,0.48,0.02,-0.03,0,0.51,0.02,-0.03,0,-0.070,0.077,-0.082,0,-1.305,0.090,-0.114,0,4.77,0.02,-0.02,0,3.980,5.480,-2.270,0,4.72214,0.24730,-0.24730,0,,,,,283.7407247,47.5161237,173.3540000,0.9500000,-0.9500000,15.5490000,0.1140000,-0.1140000,11.5730000,0.0230000,-0.0230000,14.8277000,0.0007280,-0.0007280
Kepler-618 b,Kepler-618,1,1,Transit,2016,Kepler,0,3.59576964,0.00000882,-0.00000882,0,0.046000,,,0,2.600,0.780,-0.410,0,7.27000,,,0,2.270000,,,0,0.000000,,,0,677.57,43.75,-40.71,0,1296,,,0,86.340,,,0,,,,,,,,,,5860.00,67.09,-79.66,0,1.08,0.33,-0.11,0,1.05,0.07,-0.05,0,0.080,0.154,-0.147,0,0.173,,,0,4.39,0.09,-0.21,0,4.270,2.000,-2.480,0,0.68651,0.38964,-0.03313,0,,,,,286.2498525,48.0609256,1221.9600000,32.1300000,-32.1300000,15.0870000,0.1830000,-0.1830000,13.3350000,0.0370000,-0.0370000,14.8038000,0.0003590,-0.0003590
Kepler-619 b,Kepler-619,1,2,Transit,2016,Kepler,0,5.40427220,0.00000555,-0.00000555,0,0.061100,,,0,3.160,0.650,-0.310,0,10.10000,,,0,1.760000,,,0,0.000000,,,0,224.15,11.43,-10.80,0,1073,,,0,89.200,,,0,,,,,,,,,,5980.00,106.44,-113.14,0,1.11,0.23,-0.11,0,1.09,0.07,-0.06,0,0.050,0.136,-0.146,0,-0.040,,,0,4.38,0.08,-0.15,0,3.470,1.940,-1.780,0,3.13041,0.17430,-0.72632,0,,,,,290.8490899,48.4159782,900.6780000,16.3815000,-16.3815000,14.8400000,0.0460000,-0.0460000,13.2910000,0.0370000,-0.0370000,14.6704000,0.0004510,-0.0004510
Kepler-619 c,Kepler-619,1,2,Transit,2016,Kepler,0,1.20846503,0.00000167,-0.00000167,0,0.022500,,,0,1.690,0.390,-0.170,0,3.50000,,,0,3.980000,,,0,0.000000,,,0,1652.91,84.26,-79.63,0,1767,,,0,76.660,,,0,,,,,,,,,,5980.00,106.44,-113.14,0,1.11,0.23,-0.11,0,1.09,0.07,-0.06,0,0.050,0.136,-0.146,0,-0.040,,,0,4.38,0.08,-0.15,0,3.470,1.940,-1.780,0,3.12700,0.27460,-0.94634,0,,,,,290.8490899,48.4159782,900.6780000,16.3815000,-16.3815000,14.8400000,0.0460000,-0.0460000,13.2910000,0.0370000,-0.0370000,14.6704000,0.0004510,-0.0004510
Kepler-62 b,Kepler-62,1,5,Transit,2013,Kepler,0,5.71493200,0.00000900,-0.00000900,0,0.055300,0.000500,-0.000500,0,1.310,0.040,-0.040,0,9.00000,,,1,,,,,0.000000,,,0,80.33,1.69,-1.66,0,750,41,-41,0,89.200,0.400,-0.400,0,,,,,,,,,K2 V,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0,-0.370,0.040,-0.040,0,-0.678,0.040,-0.043,0,4.68,0.04,-0.04,0,7.000,4.000,-4.000,0,3.80000,0.30000,-0.30000,0,,,,,283.2125621,45.3496992,300.8740000,1.2190000,-1.2190000,13.9650000,0.0920000,-0.0920000,11.6590000,0.0210000,-0.0210000,13.7197000,0.0002080,-0.0002080
Kepler-62 c,Kepler-62,1,5,Transit,2013,Kepler,0,12.44170000,0.00010000,-0.00010000,0,0.092900,0.000900,-0.000900,0,0.540,0.030,-0.030,0,4.00000,,,1,,,,,0.000000,,,0,28.49,0.60,-0.59,0,578,31,-31,0,89.700,0.200,-0.200,0,,,,,,,,,K2 V,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0,-0.370,0.040,-0.040,0,-0.678,0.040,-0.043,0,4.68,0.04,-0.04,0,7.000,4.000,-4.000,0,3.80000,0.30000,-0.30000,0,,,,,283.2125621,45.3496992,300.8740000,1.2190000,-1.2190000,13.9650000,0.0920000,-0.0920000,11.6590000,0.0210000,-0.0210000,13.7197000,0.0002080,-0.0002080
Kepler-62 d,Kepler-62,1,5,Transit,2013,Kepler,0,18.16406000,0.00002000,-0.00002000,0,0.120000,0.001000,-0.001000,0,1.950,0.070,-0.070,0,14.00000,,,1,,,,,0.000000,,,0,17.21,0.36,-0.36,0,510,28,-28,0,89.700,0.300,-0.300,0,,,,,,,,,K2 V,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0,-0.370,0.040,-0.040,0,-0.678,0.040,-0.043,0,4.68,0.04,-0.04,0,7.000,4.000,-4.000,0,3.80000,0.30000,-0.30000,0,,,,,283.2125621,45.3496992,300.8740000,1.2190000,-1.2190000,13.9650000,0.0920000,-0.0920000,11.6590000,0.0210000,-0.0210000,13.7197000,0.0002080,-0.0002080
Kepler-62 e,Kepler-62,1,5,Transit,2013,Kepler,0,122.38740000,0.00080000,-0.00080000,0,0.427000,0.004000,-0.004000,0,1.610,0.050,-0.050,0,36.00000,,,1,,,,,0.000000,,,0,1.35,0.03,-0.03,0,270,15,-15,0,89.980,0.020,-0.020,0,,,,,,,,,K2 V,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0,-0.370,0.040,-0.040,0,-0.678,0.040,-0.043,0,4.68,0.04,-0.04,0,7.000,4.000,-4.000,0,3.80000,0.30000,-0.30000,0,,,,,283.2125621,45.3496992,300.8740000,1.2190000,-1.2190000,13.9650000,0.0920000,-0.0920000,11.6590000,0.0210000,-0.0210000,13.7197000,0.0002080,-0.0002080
Kepler-62 f,Kepler-62,1,5,Transit,2013,Kepler,0,267.29100000,0.00500000,-0.00500000,0,0.718000,0.007000,-0.007000,0,1.410,0.070,-0.070,0,35.00000,,,1,,,,,0.000000,,,0,0.48,0.01,-0.01,0,208,11,-11,0,89.900,0.030,-0.030,0,,,,,,,,,K2 V,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0,-0.370,0.040,-0.040,0,-0.678,0.040,-0.043,0,4.68,0.04,-0.04,0,7.000,4.000,-4.000,0,3.80000,0.30000,-0.30000,0,,,,,283.2125621,45.3496992,300.8740000,1.2190000,-1.2190000,13.9650000,0.0920000,-0.0920000,11.6590000,0.0210000,-0.0210000,13.7197000,0.0002080,-0.0002080
Kepler-620 b,Kepler-620,1,1,Transit,2016,Kepler,0,12.91375431,0.00004951,-0.00004951,0,0.105300,,,0,3.320,1.220,-0.700,0,11.00000,,,0,1.650000,,,0,0.000000,,,0,219.05,17.70,-16.14,0,849,,,0,85.450,,,0,,,,,,,,,,6155.00,120.88,-147.72,0,1.22,0.45,-0.16,0,1.15,0.15,-0.08,0,0.030,0.141,-0.157,0,0.341,,,0,4.33,0.10,-0.22,0,3.020,1.160,-1.270,0,0.13675,0.55423,-0.04160,0,,,,,291.1593939,51.3348228,1355.2800000,46.2800000,-46.2800000,14.8440000,0.0240000,-0.0240000,13.2840000,0.0400000,-0.0400000,14.6381000,0.0003620,-0.0003620
Kepler-621 b,Kepler-621,1,1,Transit,2016,Kepler,0,2.62811375,0.00000177,-0.00000177,0,0.031000,,,0,2.300,0.070,-0.190,0,5.90000,,,0,2.660000,,,0,0.000000,,,0,69.56,48.70,-32.16,0,737,,,0,86.150,,,0,,,,,,,,,,4521.00,73.87,-51.47,0,0.68,0.02,-0.02,0,0.72,0.02,-0.03,0,-0.020,0.111,-0.102,0,-0.759,,,0,4.63,0.01,-0.02,0,3.630,5.260,-1.910,0,2.07457,1.77578,-0.31978,0,,,,,290.9272450,39.9141166,389.0000000,14.2390000,-15.5800000,15.2200000,0.0690000,-0.0690000,12.4070000,0.0240000,-0.0240000,14.8956000,0.0007010,-0.0007010
Kepler-622 b,Kepler-622,1,1,Transit,2016,Kepler,0,14.28226676,0.00002663,-0.00002663,0,0.097800,,,0,2.130,0.280,-0.160,0,5.18000,,,0,2.950000,,,0,0.000000,,,0,12.49,0.27,-0.27,0,446,,,0,89.970,,,0,,,,,,,,,,4201.00,46.67,-36.96,0,0.61,0.02,-0.02,0,0.64,0.03,-0.03,0,-0.090,0.095,-0.092,0,-0.862,,,0,4.67,0.02,-0.02,0,3.470,4.810,-1.850,0,6.95973,0.30817,-2.23199,0,,,,,284.4784454,40.9331723,284.7610000,1.6760000,-1.6560000,15.0520000,0.1370000,-0.1370000,11.9090000,0.0200000,-0.0200000,14.6521000,0.0003150,-0.0003150
Kepler-623 b,Kepler-623,1,1,Transit,2016,Kepler,0,9.07097734,0.00001283,-0.00001283,0,0.085400,,,0,3.010,0.340,-0.210,0,9.32000,,,0,1.880000,,,0,0.000000,,,0,77.10,3.97,-3.75,0,825,,,0,89.970,,,0,,,,,,,,,,5443.00,103.28,-85.59,0,0.86,0.10,-0.06,0,0.90,0.04,-0.05,0,-0.030,0.150,-0.175,0,-0.318,,,0,4.53,0.04,-0.10,0,4.470,6.050,-2.770,0,4.28290,0.11331,-1.34953,0,,,,,296.9867284,47.4773531,737.7020000,15.0790000,-14.4970000,15.0280000,0.1490000,-0.1490000,13.2110000,0.0330000,-0.0330000,14.9634000,0.0003880,-0.0003880
Kepler-624 b,Kepler-624,1,1,Transit,2016,Kepler,0,14.58649607,0.00002876,-0.00002876,0,0.117200,,,0,2.310,0.330,-0.240,0,5.95000,,,0,2.650000,,,0,0.000000,,,0,130.76,4.96,-4.75,0,852,,,0,88.220,,,0,,,,,,,,,,6117.00,70.67,-63.28,0,1.18,0.17,-0.11,0,1.10,0.05,-0.06,0,-0.060,0.104,-0.114,0,0.291,,,0,4.33,0.08,-0.10,0,3.720,1.230,-1.680,0,1.45262,0.65180,-0.14265,0,,,,,295.1933631,39.5396946,748.1880000,11.8425000,-11.8425000,13.6370000,0.1260000,-0.1260000,12.2050000,0.0210000,-0.0210000,13.4569000,0.0002020,-0.0002020
Kepler-625 b,Kepler-625,1,2,Transit,2016,Kepler,0,7.75192492,0.00001063,-0.00001063,0,0.076800,,,0,1.990,0.060,-0.050,0,4.62000,,,0,3.220000,,,0,0.000000,,,0,407.83,13.37,-12.92,0,852,,,0,87.830,,,0,,,,,,,,,,5789.00,46.81,-43.94,0,0.96,0.03,-0.02,0,1.04,0.02,-0.02,0,0.100,0.087,-0.085,0,0.406,0.020,-0.022,0,4.49,0.01,-0.01,0,1.510,0.571,-0.300,0,0.51850,0.11700,-0.09364,0,,,,,292.1504723,39.6375254,760.7080000,9.8000000,-9.5590000,13.3950000,0.0800000,-0.0800000,11.9050000,0.0210000,-0.0210000,13.2641000,0.0002140,-0.0002140
Kepler-625 c,Kepler-625,1,2,Transit,2016,Kepler,0,4.16536510,0.00001304,-0.00001304,0,0.050800,,,0,1.050,0.050,-0.030,0,1.16000,,,0,5.510000,,,0,0.000000,,,0,932.13,30.55,-29.53,0,1048,,,0,87.830,,,0,,,,,,,,,,5789.00,46.81,-43.94,0,0.96,0.03,-0.02,0,1.04,0.02,-0.02,0,0.100,0.087,-0.085,0,0.406,0.020,-0.022,0,4.49,0.01,-0.01,0,1.510,0.571,-0.300,0,0.51850,0.11700,-0.09364,0,,,,,292.1504723,39.6375254,760.7080000,9.8000000,-9.5590000,13.3950000,0.0800000,-0.0800000,11.9050000,0.0210000,-0.0210000,13.2641000,0.0002140,-0.0002140
Kepler-626 b,Kepler-626,1,1,Transit,2016,Kepler,0,14.48585199,0.00002363,-0.00002363,0,0.115000,,,0,2.290,0.280,-0.200,0,5.86000,,,0,2.680000,,,0,0.000000,,,0,69.80,2.23,-2.16,0,784,,,0,86.480,,,0,,,,,,,,,,5813.00,93.83,-94.62,0,1.05,0.12,-0.09,0,1.01,0.05,-0.04,0,0.010,0.092,-0.104,0,-0.042,,,0,4.40,0.08,-0.09,0,5.370,2.270,-2.960,0,6.47831,0.01187,-2.09184,0,,,,,288.6986828,39.7082044,635.6430000,6.5075000,-6.5075000,14.0860000,0.1030000,-0.1030000,12.3880000,0.0260000,-0.0260000,13.9435000,0.0002500,-0.0002500
