# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Oct 26 03:59:46 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN cb_flag:        Circumbinary Flag
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
#
pl_name,hostname,pl_letter,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2
Kepler-603 b,Kepler-603,b,1,3,0,0,Transit,2016,Kepler,0,21.05358596,0.00008943,-0.00008943,0,0.150200,,,0,2.650,0.590,-0.260,0,7.51000,,,0,2.220000,,,0,0.000000,,,0,731,,,0,89.980,,,0,,5808.00,90.04,-142.55,0,1.01,0.23,-0.10,0,1.01,0.06,-0.06,0,4.43,0.07,-0.16,0,4.370,2.700,-2.560,0,294.2809679,42.2909295,1539.6300000,96.8200000,-96.8200000,14.9690000,0.1720000,-0.1720000,13.2140000,0.0340000,-0.0340000
Kepler-603 c,Kepler-603,c,1,3,0,0,Transit,2016,Kepler,0,127.90757740,0.00049990,-0.00049990,0,0.500100,,,0,6.500,1.480,-0.620,0,34.50000,,,0,0.690000,,,0,0.000000,,,0,401,,,0,89.580,,,0,,5808.00,90.04,-142.55,0,1.01,0.23,-0.10,0,1.01,0.06,-0.06,0,4.43,0.07,-0.16,0,4.370,2.700,-2.560,0,294.2809679,42.2909295,1539.6300000,96.8200000,-96.8200000,14.9690000,0.1720000,-0.1720000,13.2140000,0.0340000,-0.0340000
Kepler-603 d,Kepler-603,d,1,3,0,0,Transit,2016,Kepler,0,6.21712920,0.00004234,-0.00004234,0,0.066600,,,0,1.320,0.250,-0.130,0,2.30000,,,0,5.500000,,,0,0.000000,,,0,1098,,,0,88.140,,,0,,5808.00,90.04,-142.55,0,1.01,0.23,-0.10,0,1.01,0.06,-0.06,0,4.43,0.07,-0.16,0,4.370,2.700,-2.560,0,294.2809679,42.2909295,1539.6300000,96.8200000,-96.8200000,14.9690000,0.1720000,-0.1720000,13.2140000,0.0340000,-0.0340000
Kepler-604 b,Kepler-604,b,1,1,0,0,Transit,2016,Kepler,0,25.85501786,0.00009434,-0.00009434,0,0.173500,,,0,2.590,0.490,-0.270,0,7.22000,,,0,2.280000,,,0,0.000000,,,0,637,,,0,89.700,,,0,,5890.00,174.40,-159.73,0,1.03,0.19,-0.11,0,1.02,0.08,-0.07,0,4.42,0.07,-0.14,0,3.720,2.760,-1.950,0,292.3159795,42.6262429,1026.4900000,21.2200000,-20.4000000,14.7910000,0.1830000,-0.1830000,13.1900000,0.0370000,-0.0370000
Kepler-605 b,Kepler-605,b,1,2,0,0,Transit,2016,Kepler,0,3.38353807,0.00000511,-0.00000511,0,0.042000,,,0,1.440,0.170,-0.090,0,2.67000,,,0,4.910000,,,0,0.000000,,,0,1133,,,0,87.540,,,0,,5462.00,67.28,-73.73,0,0.88,0.10,-0.05,0,0.91,0.04,-0.04,0,4.52,0.04,-0.11,0,4.470,6.420,-2.740,0,287.2954015,43.2798677,556.5800000,5.2410000,-5.2410000,14.3760000,0.1030000,-0.1030000,12.4220000,0.0200000,-0.0200000
Kepler-605 c,Kepler-605,c,1,2,0,0,Transit,2016,Kepler,0,2.35895152,0.00000837,-0.00000837,0,0.033000,,,0,0.860,0.110,-0.060,0,0.56600,,,0,4.890000,,,0,0.000000,,,0,1278,,,0,87.910,,,0,,5462.00,67.28,-73.73,0,0.88,0.10,-0.05,0,0.91,0.04,-0.04,0,4.52,0.04,-0.11,0,4.470,6.420,-2.740,0,287.2954015,43.2798677,556.5800000,5.2410000,-5.2410000,14.3760000,0.1030000,-0.1030000,12.4220000,0.0200000,-0.0200000
Kepler-606 b,Kepler-606,b,1,1,0,0,Transit,2016,Kepler,0,24.31575992,0.00007998,-0.00007998,0,0.170000,,,0,3.310,1.270,-0.510,0,11.00000,,,0,1.670000,,,0,0.000000,,,0,683,,,0,88.940,,,0,,6161.00,194.78,-227.56,0,1.22,0.45,-0.18,0,1.13,0.17,-0.10,0,4.32,0.11,-0.22,0,2.880,1.670,-1.100,0,292.4273700,44.3812406,1215.1100000,39.7500000,-37.3600000,14.8950000,0.0800000,-0.0800000,13.2020000,0.0360000,-0.0360000
Kepler-607 b,Kepler-607,b,1,2,0,0,Transit,2016,Kepler,0,0.63816320,0.00000168,-0.00000168,0,0.013500,,,0,0.870,0.060,-0.070,0,0.59000,,,0,4.920000,,,0,0.000000,,,0,1874,,,0,88.690,,,0,,5196.00,94.48,-118.36,0,0.80,0.05,-0.04,0,0.84,0.04,-0.05,0,4.56,0.03,-0.06,0,4.900,6.040,-2.980,0,291.0571451,44.6323060,519.1220000,5.4070000,-5.4070000,14.6720000,0.2060000,-0.2060000,12.4260000,0.0190000,-0.0190000
Kepler-607 c,Kepler-607,c,1,2,0,0,Transit,2021,Kepler,0,39.67679977,,,0,0.212200,,,0,2.760,,,0,8.05000,,,0,2.100000,,,0,0.000000,,,0,473,,,0,89.240,,,0,,5244.00,203.00,-184.00,0,0.89,0.20,-0.13,0,0.81,0.11,-0.06,0,4.45,0.11,-0.19,0,4.900,6.040,-2.980,0,291.0571451,44.6323060,519.1220000,5.4070000,-5.4070000,14.6720000,0.2060000,-0.2060000,12.4260000,0.0190000,-0.0190000
Kepler-608 b,Kepler-608,b,1,1,0,0,Transit,2016,Kepler,0,6.41251504,0.00000542,-0.00000542,0,0.068500,,,0,3.640,0.720,-0.440,0,12.90000,,,0,1.470000,,,0,0.000000,,,0,1069,,,0,86.110,,,0,,5820.00,226.58,-187.94,0,1.01,0.20,-0.11,0,1.00,0.09,-0.07,0,4.43,0.08,-0.14,0,3.800,3.260,-2.030,0,293.8829010,44.6380717,946.6830000,17.4735000,-17.4735000,14.8400000,0.1830000,-0.1830000,13.0770000,0.0290000,-0.0290000
Kepler-609 b,Kepler-609,b,1,1,0,0,Transit,2016,Kepler,0,6.52121067,0.00000864,-0.00000864,0,0.068200,,,0,3.350,1.070,-0.440,0,11.20000,,,0,1.640000,,,0,0.000000,,,0,932,,,0,88.140,,,0,,5971.00,125.14,-171.10,0,1.14,0.35,-0.14,0,1.09,0.09,-0.08,0,4.36,0.10,-0.21,0,3.720,2.090,-1.930,0,292.2203009,44.6999902,1065.8200000,28.0900000,-26.7000000,14.9600000,0.0690000,-0.0690000,13.2810000,0.0380000,-0.0380000
Kepler-61 b,Kepler-61,b,1,1,0,0,Transit,2013,Kepler,0,59.87756000,0.00020000,-0.00020000,0,0.248610,0.009640,-0.009640,0,2.150,0.130,-0.130,0,5.27000,,,0,2.910000,,,0,0.250000,,,1,273,13,-13,0,89.800,,,-1,K7 V,4017.00,68.00,-150.00,0,0.62,0.02,-0.05,0,0.64,0.04,-0.04,0,4.67,0.02,-0.02,0,1.000,,,-1,295.3044942,42.4753193,335.0790000,5.0000000,-4.8580000,15.2770000,0.0690000,-0.0690000,12.2720000,0.0190000,-0.0190000
Kepler-610 b,Kepler-610,b,1,2,0,0,Transit,2016,Kepler,0,6.99692655,0.00000559,-0.00000559,0,0.071900,,,0,4.190,1.160,-0.450,0,16.30000,,,0,1.220000,,,0,0.000000,,,0,888,,,0,89.940,,,0,,5943.00,91.96,-127.26,0,1.13,0.31,-0.12,0,1.10,0.09,-0.07,0,4.37,0.09,-0.19,0,3.550,2.000,-1.810,0,293.1713241,45.0655934,845.8240000,16.7700000,-16.1420000,14.8160000,0.2290000,-0.2290000,13.2670000,0.0480000,-0.0480000
Kepler-610 c,Kepler-610,c,1,2,0,0,Transit,2016,Kepler,0,151.86392000,0.00111800,-0.00111800,0,0.559400,,,0,3.300,0.840,-0.370,0,10.90000,,,0,1.670000,,,0,0.000000,,,0,318,,,0,89.990,,,0,,5943.00,91.96,-127.26,0,1.13,0.31,-0.12,0,1.10,0.09,-0.07,0,4.37,0.09,-0.19,0,3.550,2.000,-1.810,0,293.1713241,45.0655934,845.8240000,16.7700000,-16.1420000,14.8160000,0.2290000,-0.2290000,13.2670000,0.0480000,-0.0480000
Kepler-611 b,Kepler-611,b,1,1,0,0,Transit,2016,Kepler,0,2.43703330,0.00000503,-0.00000503,0,0.035100,,,0,1.650,0.510,-0.150,0,3.36000,,,0,4.110000,,,0,0.000000,,,0,1513,,,0,89.870,,,0,,5761.00,64.93,-69.42,0,1.01,0.24,-0.09,0,1.01,0.05,-0.05,0,4.43,0.07,-0.17,0,4.470,3.330,-2.630,0,286.0049121,45.4803043,1395.5600000,39.4400000,-37.3600000,14.7340000,0.0800000,-0.0800000,13.0350000,0.0270000,-0.0270000
Kepler-612 b,Kepler-612,b,1,1,0,0,Transit,2016,Kepler,0,3.72215641,0.00000376,-0.00000376,0,0.045200,,,0,2.840,0.660,-0.270,0,8.45000,,,0,2.030000,,,0,0.000000,,,0,1046,,,0,86.760,,,0,,5693.00,92.70,-129.13,0,0.96,0.17,-0.08,0,0.98,0.05,-0.05,0,4.46,0.06,-0.14,0,4.470,4.220,-2.700,0,291.3546278,45.7478551,1445.5300000,51.7700000,-48.3700000,15.1910000,0.1370000,-0.1370000,13.2640000,0.0290000,-0.0290000
Kepler-613 b,Kepler-613,b,1,1,0,0,Transit,2016,Kepler,0,15.77979614,0.00004258,-0.00004258,0,0.123200,,,0,2.290,0.400,-0.170,0,5.86000,,,0,2.680000,,,0,0.000000,,,0,713,,,0,89.950,,,0,,5723.00,68.68,-67.42,0,0.96,0.17,-0.07,0,0.98,0.05,-0.05,0,4.47,0.05,-0.14,0,4.270,3.940,-2.540,0,282.7868415,46.2449846,861.4940000,13.6540000,-13.2420000,14.7950000,0.1490000,-0.1490000,13.0670000,0.0350000,-0.0350000
Kepler-614 b,Kepler-614,b,1,1,0,0,Transit,2016,Kepler,0,14.03491514,0.00002597,-0.00002597,0,0.102700,,,0,2.390,0.200,-0.170,0,6.30000,,,0,2.540000,,,0,0.000000,,,0,641,,,0,88.370,,,0,,5268.00,186.36,-125.95,0,0.81,0.07,-0.05,0,0.85,0.05,-0.05,0,4.55,0.04,-0.07,0,4.790,5.830,-2.960,0,298.3848866,46.2759867,527.9950000,5.8805000,-5.8805000,14.8100000,0.0690000,-0.0690000,12.6620000,0.0230000,-0.0230000
Kepler-615 b,Kepler-615,b,1,1,0,0,Transit,2016,Kepler,0,10.35584657,0.00001854,-0.00001854,0,0.085000,,,0,1.740,0.090,-0.100,0,3.68000,,,0,3.840000,,,0,0.000000,,,0,620,,,0,89.640,,,0,,4655.00,41.24,-43.29,0,0.69,0.03,-0.04,0,0.73,0.04,-0.04,0,4.62,0.02,-0.03,0,3.720,6.260,-2.080,0,282.4506927,46.3213671,330.0000000,14.5650000,-19.9940000,14.6230000,0.1260000,-0.1260000,11.9660000,0.0110000,-0.0110000
Kepler-616 b,Kepler-616,b,1,3,0,0,Transit,2016,Kepler,0,9.99761851,0.00002138,-0.00002138,0,0.092700,,,0,2.430,0.330,-0.200,0,6.48000,,,0,2.480000,,,0,0.000000,,,0,860,,,0,86.180,,,0,,5753.00,133.18,-101.52,0,0.97,0.13,-0.08,0,0.98,0.06,-0.05,0,4.46,0.06,-0.11,0,3.890,3.500,-2.180,0,294.9891370,46.8383058,945.7750000,24.0505000,-24.0505000,15.0210000,0.0580000,-0.0580000,13.4480000,0.0440000,-0.0440000
Kepler-616 c,Kepler-616,c,1,3,0,0,Transit,2016,Kepler,0,90.41135560,0.00045220,-0.00045220,0,0.402400,,,0,3.410,0.570,-0.300,0,11.50000,,,0,1.590000,,,0,0.000000,,,0,413,,,0,89.160,,,0,,5753.00,133.18,-101.52,0,0.97,0.13,-0.08,0,0.98,0.06,-0.05,0,4.46,0.06,-0.11,0,3.890,3.500,-2.180,0,294.9891370,46.8383058,945.7750000,24.0505000,-24.0505000,15.0210000,0.0580000,-0.0580000,13.4480000,0.0440000,-0.0440000
Kepler-616 d,Kepler-616,d,1,3,0,0,Transit,2021,Kepler,0,51.06740189,,,0,0.274900,,,0,2.653,,,0,7.52000,,,0,2.210000,,,0,0.000000,,,0,499,,,0,89.660,,,0,,6004.00,181.00,-199.00,0,0.98,0.30,-0.10,0,1.06,0.13,-0.13,0,4.48,0.05,-0.21,0,0.400,2.600,-2.600,0,294.9891370,46.8383058,945.7750000,24.0505000,-24.0505000,15.0210000,0.0580000,-0.0580000,13.4480000,0.0440000,-0.0440000
Kepler-617 b,Kepler-617,b,1,1,0,0,Transit,2016,Kepler,0,1.68269615,0.00000111,-0.00000111,0,0.021900,,,0,1.320,0.070,-0.070,0,2.30000,,,0,5.500000,,,0,0.000000,,,0,750,,,0,89.850,,,0,M1 V,3712.00,33.92,-33.35,0,0.48,0.02,-0.03,0,0.51,0.02,-0.03,0,4.77,0.02,-0.02,0,3.980,5.480,-2.270,0,283.7407247,47.5161237,173.3540000,0.9500000,-0.9500000,15.5490000,0.1140000,-0.1140000,11.5730000,0.0230000,-0.0230000
Kepler-618 b,Kepler-618,b,1,1,0,0,Transit,2016,Kepler,0,3.59576964,0.00000882,-0.00000882,0,0.046000,,,0,2.600,0.780,-0.410,0,7.27000,,,0,2.270000,,,0,0.000000,,,0,1296,,,0,86.340,,,0,,5860.00,67.09,-79.66,0,1.08,0.33,-0.11,0,1.05,0.07,-0.05,0,4.39,0.09,-0.21,0,4.270,2.000,-2.480,0,286.2498525,48.0609256,1221.9600000,32.1300000,-32.1300000,15.0870000,0.1830000,-0.1830000,13.3350000,0.0370000,-0.0370000
Kepler-619 b,Kepler-619,b,1,2,0,0,Transit,2016,Kepler,0,5.40427220,0.00000555,-0.00000555,0,0.061100,,,0,3.160,0.650,-0.310,0,10.10000,,,0,1.760000,,,0,0.000000,,,0,1073,,,0,89.200,,,0,,5980.00,106.44,-113.14,0,1.11,0.23,-0.11,0,1.09,0.07,-0.06,0,4.38,0.08,-0.15,0,3.470,1.940,-1.780,0,290.8490899,48.4159782,900.6780000,16.3815000,-16.3815000,14.8400000,0.0460000,-0.0460000,13.2910000,0.0370000,-0.0370000
Kepler-619 c,Kepler-619,c,1,2,0,0,Transit,2016,Kepler,0,1.20846503,0.00000167,-0.00000167,0,0.022500,,,0,1.690,0.390,-0.170,0,3.50000,,,0,3.980000,,,0,0.000000,,,0,1767,,,0,76.660,,,0,,5980.00,106.44,-113.14,0,1.11,0.23,-0.11,0,1.09,0.07,-0.06,0,4.38,0.08,-0.15,0,3.470,1.940,-1.780,0,290.8490899,48.4159782,900.6780000,16.3815000,-16.3815000,14.8400000,0.0460000,-0.0460000,13.2910000,0.0370000,-0.0370000
Kepler-62 b,Kepler-62,b,1,5,0,0,Transit,2013,Kepler,0,5.71493200,0.00000900,-0.00000900,0,0.055300,0.000500,-0.000500,0,1.310,0.040,-0.040,0,9.00000,,,1,,,,,0.000000,,,0,750,41,-41,0,89.200,0.400,-0.400,0,K2 V,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0,4.68,0.04,-0.04,0,7.000,4.000,-4.000,0,283.2125621,45.3496992,300.8740000,1.2190000,-1.2190000,13.9650000,0.0920000,-0.0920000,11.6590000,0.0210000,-0.0210000
Kepler-62 c,Kepler-62,c,1,5,0,0,Transit,2013,Kepler,0,12.44170000,0.00010000,-0.00010000,0,0.092900,0.000900,-0.000900,0,0.540,0.030,-0.030,0,4.00000,,,1,,,,,0.000000,,,0,578,31,-31,0,89.700,0.200,-0.200,0,K2 V,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0,4.68,0.04,-0.04,0,7.000,4.000,-4.000,0,283.2125621,45.3496992,300.8740000,1.2190000,-1.2190000,13.9650000,0.0920000,-0.0920000,11.6590000,0.0210000,-0.0210000
Kepler-62 d,Kepler-62,d,1,5,0,0,Transit,2013,Kepler,0,18.16406000,0.00002000,-0.00002000,0,0.120000,0.001000,-0.001000,0,1.950,0.070,-0.070,0,14.00000,,,1,,,,,0.000000,,,0,510,28,-28,0,89.700,0.300,-0.300,0,K2 V,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0,4.68,0.04,-0.04,0,7.000,4.000,-4.000,0,283.2125621,45.3496992,300.8740000,1.2190000,-1.2190000,13.9650000,0.0920000,-0.0920000,11.6590000,0.0210000,-0.0210000
Kepler-62 e,Kepler-62,e,1,5,0,0,Transit,2013,Kepler,0,122.38740000,0.00080000,-0.00080000,0,0.427000,0.004000,-0.004000,0,1.610,0.050,-0.050,0,36.00000,,,1,,,,,0.000000,,,0,270,15,-15,0,89.980,0.020,-0.020,0,K2 V,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0,4.68,0.04,-0.04,0,7.000,4.000,-4.000,0,283.2125621,45.3496992,300.8740000,1.2190000,-1.2190000,13.9650000,0.0920000,-0.0920000,11.6590000,0.0210000,-0.0210000
Kepler-62 f,Kepler-62,f,1,5,0,0,Transit,2013,Kepler,0,267.29100000,0.00500000,-0.00500000,0,0.718000,0.007000,-0.007000,0,1.410,0.070,-0.070,0,35.00000,,,1,,,,,0.000000,,,0,208,11,-11,0,89.900,0.030,-0.030,0,K2 V,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0,4.68,0.04,-0.04,0,7.000,4.000,-4.000,0,283.2125621,45.3496992,300.8740000,1.2190000,-1.2190000,13.9650000,0.0920000,-0.0920000,11.6590000,0.0210000,-0.0210000
Kepler-620 b,Kepler-620,b,1,1,0,0,Transit,2016,Kepler,0,12.91375431,0.00004951,-0.00004951,0,0.105300,,,0,3.320,1.220,-0.700,0,11.00000,,,0,1.650000,,,0,0.000000,,,0,849,,,0,85.450,,,0,,6155.00,120.88,-147.72,0,1.22,0.45,-0.16,0,1.15,0.15,-0.08,0,4.33,0.10,-0.22,0,3.020,1.160,-1.270,0,291.1593939,51.3348228,1355.2800000,46.2800000,-46.2800000,14.8440000,0.0240000,-0.0240000,13.2840000,0.0400000,-0.0400000
Kepler-621 b,Kepler-621,b,1,1,0,0,Transit,2016,Kepler,0,2.62811375,0.00000177,-0.00000177,0,0.031000,,,0,2.300,0.070,-0.190,0,5.90000,,,0,2.660000,,,0,0.000000,,,0,737,,,0,86.150,,,0,,4521.00,73.87,-51.47,0,0.68,0.02,-0.02,0,0.72,0.02,-0.03,0,4.63,0.01,-0.02,0,3.630,5.260,-1.910,0,290.9272450,39.9141166,389.0000000,14.2390000,-15.5800000,15.2200000,0.0690000,-0.0690000,12.4070000,0.0240000,-0.0240000
Kepler-622 b,Kepler-622,b,1,1,0,0,Transit,2016,Kepler,0,14.28226676,0.00002663,-0.00002663,0,0.097800,,,0,2.130,0.280,-0.160,0,5.18000,,,0,2.950000,,,0,0.000000,,,0,446,,,0,89.970,,,0,,4201.00,46.67,-36.96,0,0.61,0.02,-0.02,0,0.64,0.03,-0.03,0,4.67,0.02,-0.02,0,3.470,4.810,-1.850,0,284.4784454,40.9331723,284.7610000,1.6760000,-1.6560000,15.0520000,0.1370000,-0.1370000,11.9090000,0.0200000,-0.0200000
Kepler-623 b,Kepler-623,b,1,1,0,0,Transit,2016,Kepler,0,9.07097734,0.00001283,-0.00001283,0,0.085400,,,0,3.010,0.340,-0.210,0,9.32000,,,0,1.880000,,,0,0.000000,,,0,825,,,0,89.970,,,0,,5443.00,103.28,-85.59,0,0.86,0.10,-0.06,0,0.90,0.04,-0.05,0,4.53,0.04,-0.10,0,4.470,6.050,-2.770,0,296.9867284,47.4773531,737.7020000,15.0790000,-14.4970000,15.0280000,0.1490000,-0.1490000,13.2110000,0.0330000,-0.0330000
Kepler-624 b,Kepler-624,b,1,1,0,0,Transit,2016,Kepler,0,14.58649607,0.00002876,-0.00002876,0,0.117200,,,0,2.310,0.330,-0.240,0,5.95000,,,0,2.650000,,,0,0.000000,,,0,852,,,0,88.220,,,0,,6117.00,70.67,-63.28,0,1.18,0.17,-0.11,0,1.10,0.05,-0.06,0,4.33,0.08,-0.10,0,3.720,1.230,-1.680,0,295.1933631,39.5396946,748.1880000,11.8425000,-11.8425000,13.6370000,0.1260000,-0.1260000,12.2050000,0.0210000,-0.0210000
Kepler-625 b,Kepler-625,b,1,2,0,0,Transit,2016,Kepler,0,7.75192492,0.00001063,-0.00001063,0,0.076800,,,0,1.990,0.060,-0.050,0,4.62000,,,0,3.220000,,,0,0.000000,,,0,852,,,0,87.830,,,0,,5789.00,46.81,-43.94,0,0.96,0.03,-0.02,0,1.04,0.02,-0.02,0,4.49,0.01,-0.01,0,1.510,0.571,-0.300,0,292.1504723,39.6375254,760.7080000,9.8000000,-9.5590000,13.3950000,0.0800000,-0.0800000,11.9050000,0.0210000,-0.0210000
Kepler-625 c,Kepler-625,c,1,2,0,0,Transit,2016,Kepler,0,4.16536510,0.00001304,-0.00001304,0,0.050800,,,0,1.050,0.050,-0.030,0,1.16000,,,0,5.510000,,,0,0.000000,,,0,1048,,,0,87.830,,,0,,5789.00,46.81,-43.94,0,0.96,0.03,-0.02,0,1.04,0.02,-0.02,0,4.49,0.01,-0.01,0,1.510,0.571,-0.300,0,292.1504723,39.6375254,760.7080000,9.8000000,-9.5590000,13.3950000,0.0800000,-0.0800000,11.9050000,0.0210000,-0.0210000
Kepler-626 b,Kepler-626,b,1,1,0,0,Transit,2016,Kepler,0,14.48585199,0.00002363,-0.00002363,0,0.115000,,,0,2.290,0.280,-0.200,0,5.86000,,,0,2.680000,,,0,0.000000,,,0,784,,,0,86.480,,,0,,5813.00,93.83,-94.62,0,1.05,0.12,-0.09,0,1.01,0.05,-0.04,0,4.40,0.08,-0.09,0,5.370,2.270,-2.960,0,288.6986828,39.7082044,635.6430000,6.5075000,-6.5075000,14.0860000,0.1030000,-0.1030000,12.3880000,0.0260000,-0.0260000
Kepler-627 b,Kepler-627,b,1,1,0,0,Transit,2016,Kepler,0,40.69944430,0.00017830,-0.00017830,0,0.232700,,,0,3.730,1.600,-0.820,0,13.40000,,,0,1.420000,,,0,0.000000,,,0,685,,,0,88.020,,,0,,6424.00,160.13,-213.39,0,1.49,0.64,-0.27,0,1.30,0.21,-0.14,0,4.21,0.13,-0.25,0,2.240,0.816,-0.620,0,292.1042198,39.7678585,984.3070000,16.3345000,-16.3345000,14.1810000,0.2060000,-0.2060000,12.6080000,0.0290000,-0.0290000
